id,title,artist,rights,genre,Department,tags,notes
45649,Unknown,Sesshū Tōyō 雪舟等楊,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; Japan; Edo period (1615–1868); Hanging scroll; ink on paper; Image: 33 1/4 × 11 3/4 in. (84.5 × 29.8 cm)
Overall with mounting: 64 3/4 × 16 in. (164.5 × 40.6 cm)
Overall with knobs: 64 3/4 × 17 1/4 in. (164.5 × 43.8 cm); 17th century; Asian Art; Unknown is a Edo period (1615–1868) Hanging scroll by the Japan artist Sesshū Tōyō 雪舟等楊. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on paper. Measuring Image: 33 1/4 × 11 3/4 in. (84.5 × 29.8 cm)
Overall with mounting: 64 3/4 × 16 in. (164.5 × 40.6 cm)
Overall with knobs: 64 3/4 × 17 1/4 in. (164.5 × 43.8 cm), the work is classified as Paintings and was created in 17th century."
45650,元/明   趙原   倣燕文貴范寬山水圖元/明   沈巽竹石   合卷|Landscape,Zhao Yuan,CC0-1.0,Paintings,Asian Art,,"Handscroll; China; Yuan (1271–1368) or Ming (1368–1644) dynasty; Handscroll; ink on paper; Image: 9 13/16 x 30 1/2 in. (24.9 x 77.5 cm)
Overall with mounting: 10 1/8 x 347 5/16 in. (25.7 x 882.2 cm); late 14th century; Asian Art; 元/明   趙原   倣燕文貴范寬山水圖元/明   沈巽竹石   合卷|Landscape is a Yuan (1271–1368) or Ming (1368–1644) dynasty Handscroll by the China artist Zhao Yuan. This piece, part of the Asian Art collection, is crafted using Handscroll; ink on paper. Measuring Image: 9 13/16 x 30 1/2 in. (24.9 x 77.5 cm)
Overall with mounting: 10 1/8 x 347 5/16 in. (25.7 x 882.2 cm), the work is classified as Paintings and was created in late 14th century."
45651,Unknown,Sesson Shūkei,CC0-1.0,Paintings,Asian Art,,"Screen; Japan; Edo period (1615–1868); Two-panel folding screen; ink on paper; 59 1/4 × 66 7/16 in. (150.5 × 168.8 cm); 17th century; Asian Art; Unknown is a Edo period (1615–1868) Screen by the Japan artist Sesson Shūkei. This piece, part of the Asian Art collection, is crafted using Two-panel folding screen; ink on paper. Measuring 59 1/4 × 66 7/16 in. (150.5 × 168.8 cm), the work is classified as Paintings and was created in 17th century."
45652,元   方從義  雲山圖    卷|Cloudy Mountains,Fang Congyi,CC0-1.0,Paintings,Asian Art,,"Handscroll; China; Yuan (1271–1368); Handscroll; ink and color on paper; Image: 10 3/8 × 57 in. (26.4 × 144.8 cm)
Overall with mounting: 10 5/8 in. × 28 ft. 1/4 in. (27 × 854.1 cm); ca. 1360–70; Asian Art; 元   方從義  雲山圖    卷|Cloudy Mountains is a Yuan (1271–1368) Handscroll by the China artist Fang Congyi. This piece, part of the Asian Art collection, is crafted using Handscroll; ink and color on paper. Measuring Image: 10 3/8 × 57 in. (26.4 × 144.8 cm)
Overall with mounting: 10 5/8 in. × 28 ft. 1/4 in. (27 × 854.1 cm), the work is classified as Paintings and was created in ca. 1360–70."
45653,Unknown,Soga Chokuan,CC0-1.0,Paintings,Asian Art,,"Screen; Japan; Edo (1615–1868)–Meji period (1868–1912; Six-panel folding screen; ink and color on paper; Image (each panel): 50 1/4 × 21 3/8 in. (127.6 × 54.3 cm); probably 19th century; Asian Art; Unknown is a Edo (1615–1868)–Meji period (1868–1912 Screen by the Japan artist Soga Chokuan. This piece, part of the Asian Art collection, is crafted using Six-panel folding screen; ink and color on paper. Measuring Image (each panel): 50 1/4 × 21 3/8 in. (127.6 × 54.3 cm), the work is classified as Paintings and was created in probably 19th century."
45654,Unknown,Kano School,CC0-1.0,Paintings,Asian Art,,"Screen; Japan; Edo period (1615–1868); Two-panel folding screen; ink, color, and gold on paper (obverse); ink and color on paper (reverse side); 22 x 73 1/2 in. (55.9 x 186.7 cm); 17th century; Asian Art; Unknown is a Edo period (1615–1868) Screen by the Japan artist Kano School. This piece, part of the Asian Art collection, is crafted using Two-panel folding screen; ink, color, and gold on paper (obverse); ink and color on paper (reverse side). Measuring 22 x 73 1/2 in. (55.9 x 186.7 cm), the work is classified as Paintings and was created in 17th century."
45655,元/明  呂敬甫  花蝶圖  軸 	|Flowers,Lü Jingfu,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; China; Ming dynasty (1368–1644); Hanging scroll; ink and color on silk; 40 x 20 7/8 in. (101.6 x 53 cm); 14th century; Asian Art; 元/明  呂敬甫  花蝶圖  軸 	|Flowers is a Ming dynasty (1368–1644) Hanging scroll by the China artist Lü Jingfu. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring 40 x 20 7/8 in. (101.6 x 53 cm), the work is classified as Paintings and was created in 14th century."
45656,元末明初    佚名    絹本設色    嬰戯圖  軸|Children playing in the palace garden,Unidentified artist,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; China; late Yuan (1271–1368)–early Ming (1368–1644) dynasty; Hanging scroll; ink and color on silk; Image: 54 7/8 x 30 in. (139.4 x 76.2 cm)
Overall with mounting: 113 1/2 x 36 1/2 in. (288.3 x 92.7 cm)
Overall with knobs: 113 1/2 x 39 in. (288.3 x 99.1 cm); late 13th–15th century; Asian Art; 元末明初    佚名    絹本設色    嬰戯圖  軸|Children playing in the palace garden is a late Yuan (1271–1368)–early Ming (1368–1644) dynasty Hanging scroll by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring Image: 54 7/8 x 30 in. (139.4 x 76.2 cm)
Overall with mounting: 113 1/2 x 36 1/2 in. (288.3 x 92.7 cm)
Overall with knobs: 113 1/2 x 39 in. (288.3 x 99.1 cm), the work is classified as Paintings and was created in late 13th–15th century."
45658,元/明   趙原   倣燕文貴范寬山水圖  元/明   沈巽竹石   合卷|Bamboo grove,Shen Xun,CC0-1.0,Paintings,Asian Art,,"Handscroll; China; Yuan (1271–1368) or Ming (1368–1644) dynasty; Handscroll; ink and color on paper; Image: 9 13/16 x 25 in. (24.9 x 63.5 cm)
Overall with mounting: 10 1/8 x 347 5/16 in. (25.7 x 882.2 cm); late 14th century; Asian Art; 元/明   趙原   倣燕文貴范寬山水圖  元/明   沈巽竹石   合卷|Bamboo grove is a Yuan (1271–1368) or Ming (1368–1644) dynasty Handscroll by the China artist Shen Xun. This piece, part of the Asian Art collection, is crafted using Handscroll; ink and color on paper. Measuring Image: 9 13/16 x 25 in. (24.9 x 63.5 cm)
Overall with mounting: 10 1/8 x 347 5/16 in. (25.7 x 882.2 cm), the work is classified as Paintings and was created in late 14th century."
45659,元/明   吳伯理   流水松風圖   軸|Dragon pine,Wu Boli,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; China; Ming dynasty (1368–1644); Hanging scroll; ink on paper; Image: 48 x 13 1/4 in. (121.9 x 33.7 cm)
Overall with mounting: 100 x 18 5/8 in. (254 x 47.3 cm)
Overall with knobs: 100 x 21 in. (254 x 53.3 cm); late 14th–early 15th century; Asian Art; 元/明   吳伯理   流水松風圖   軸|Dragon pine is a Ming dynasty (1368–1644) Hanging scroll by the China artist Wu Boli. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on paper. Measuring Image: 48 x 13 1/4 in. (121.9 x 33.7 cm)
Overall with mounting: 100 x 18 5/8 in. (254 x 47.3 cm)
Overall with knobs: 100 x 21 in. (254 x 53.3 cm), the work is classified as Paintings and was created in late 14th–early 15th century."
45661,明    王紱    江山漁樂圖    卷|Joys of the Fisherman,Wang Fu,CC0-1.0,Paintings,Asian Art,,"Handscroll; China; Ming dynasty (1368–1644); Handscroll; ink on paper; Image: 10 5/8 x 22 ft. 7 1/8 in. (27 x 688.7 cm)
Overall with mounting: 10 15/16 in. x 38 ft. 3 11/16 in. (27.8 x 1167.6 cm); ca. 1410; Asian Art; 明    王紱    江山漁樂圖    卷|Joys of the Fisherman is a Ming dynasty (1368–1644) Handscroll by the China artist Wang Fu. This piece, part of the Asian Art collection, is crafted using Handscroll; ink on paper. Measuring Image: 10 5/8 x 22 ft. 7 1/8 in. (27 x 688.7 cm)
Overall with mounting: 10 15/16 in. x 38 ft. 3 11/16 in. (27.8 x 1167.6 cm), the work is classified as Paintings and was created in ca. 1410."
45662,"元/明   佚名  古木竹禽圖   團扇|Old Tree, Bamboo, and Birds",Unidentified artist,CC0-1.0,Paintings,Asian Art,,"Fan mounted as an album leaf; China; Ming dynasty (1368–1644); Fan mounted as an album leaf; ink and color on silk; Image: 9 15/16 x 10 1/8 in. (25.2 x 25.7 cm); late 14th–early 15th century; Asian Art; 元/明   佚名  古木竹禽圖   團扇|Old Tree, Bamboo, and Birds is a Ming dynasty (1368–1644) Fan mounted as an album leaf by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Fan mounted as an album leaf; ink and color on silk. Measuring Image: 9 15/16 x 10 1/8 in. (25.2 x 25.7 cm), the work is classified as Paintings and was created in late 14th–early 15th century."
45663,明  佚名  溪鹿圖  冊頁|Deer by a Pine Stream,Unidentified artist,CC0-1.0,Paintings,Asian Art,,"Album leaf; China; Ming dynasty (1368–1644); Album leaf; ink and color on silk; Image: 9 1/2 x 10 1/4 in. (24.1 x 26 cm)
Overall with mounting: 44 1/2 x 15 1/2 in. (113 x 39.4 cm); early 15th century; Asian Art; 明  佚名  溪鹿圖  冊頁|Deer by a Pine Stream is a Ming dynasty (1368–1644) Album leaf by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Album leaf; ink and color on silk. Measuring Image: 9 1/2 x 10 1/4 in. (24.1 x 26 cm)
Overall with mounting: 44 1/2 x 15 1/2 in. (113 x 39.4 cm), the work is classified as Paintings and was created in early 15th century."
45664,明	佚名	樓觀松風圖	團扇|Palaces among Autumn Mountains,Unidentified artist,CC0-1.0,Paintings,Asian Art,,"Fan mounted as an album leaf; China; Ming dynasty (1368–1644); Round fan mounted as an album leaf; ink, color, and gold on silk; Image: 9 1/2 x 10 1/16 in. (24.1 x 25.6 cm); Unknown; Asian Art; 明	佚名	樓觀松風圖	團扇|Palaces among Autumn Mountains is a Ming dynasty (1368–1644) Fan mounted as an album leaf by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Round fan mounted as an album leaf; ink, color, and gold on silk. Measuring Image: 9 1/2 x 10 1/16 in. (24.1 x 25.6 cm), the work is classified as Paintings ."
45665,明  佚名  樓閣江帆圖  團扇|Village and Temples in Jiangnan,Unidentified artist,CC0-1.0,Paintings,Asian Art,,"Fan mounted as an album leaf; China; Ming dynasty (1368–1644); Round fan mounted as an album leaf; ink, color, and gold on silk; Image: 9 9/16 x 10 3/16 in. (24.3 x 25.9 cm); early 15th century; Asian Art; 明  佚名  樓閣江帆圖  團扇|Village and Temples in Jiangnan is a Ming dynasty (1368–1644) Fan mounted as an album leaf by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Round fan mounted as an album leaf; ink, color, and gold on silk. Measuring Image: 9 9/16 x 10 3/16 in. (24.3 x 25.9 cm), the work is classified as Paintings and was created in early 15th century."
45666,"明   佚名   瑤臺獻壽圖   扇|Paying homage to Xiwangmu, the Queen Mother of the West",Unidentified artist,CC0-1.0,Paintings,Asian Art,,"Fan mounted as an album leaf; China; Ming dynasty (1368–1644); Fan mounted as an album leaf; ink and color on silk; Image: 11 3/8 × 11 3/8 in. (28.9 × 28.9 cm); 15th century; Asian Art; 明   佚名   瑤臺獻壽圖   扇|Paying homage to Xiwangmu, the Queen Mother of the West is a Ming dynasty (1368–1644) Fan mounted as an album leaf by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Fan mounted as an album leaf; ink and color on silk. Measuring Image: 11 3/8 × 11 3/8 in. (28.9 × 28.9 cm), the work is classified as Paintings and was created in 15th century."
45667,明  佚名  貍奴芭蕉圖  冊頁|Frolicking Kittens under a Banana Tree,Unidentified artist,CC0-1.0,Paintings,Asian Art,,"Album leaf; China; Ming dynasty (1368–1644); Album leaf; ink and color on silk; Image: 9 1/2 x 9 5/8 in. (24.1 x 24.4 cm); 15th century; Asian Art; 明  佚名  貍奴芭蕉圖  冊頁|Frolicking Kittens under a Banana Tree is a Ming dynasty (1368–1644) Album leaf by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Album leaf; ink and color on silk. Measuring Image: 9 1/2 x 9 5/8 in. (24.1 x 24.4 cm), the work is classified as Paintings and was created in 15th century."
45668,明  佚名  犬戲圖  冊頁|Puppies Playing beside a Palm Tree and Garden Rock,Unidentified artist,CC0-1.0,Paintings,Asian Art,,"Album leaf; China; Ming dynasty (1368–1644); Album leaf; ink and color on silk; Image: 8 15/16 x 8 1/2 in. (22.7 x 21.6 cm); 15th century; Asian Art; 明  佚名  犬戲圖  冊頁|Puppies Playing beside a Palm Tree and Garden Rock is a Ming dynasty (1368–1644) Album leaf by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Album leaf; ink and color on silk. Measuring Image: 8 15/16 x 8 1/2 in. (22.7 x 21.6 cm), the work is classified as Paintings and was created in 15th century."
45669,明　周文靖　漁隱圖　軸|Rustic retreat among fishermen,Zhou Wenjing,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; China; Ming dynasty (1368–1644); Hanging scroll; ink and color on silk; Image: 35 15/16 x 16 1/2 in. (91.3 x 41.9 cm)
Overall with mounting: 79 1/2 x 21 5/16 in. (201.9 x 54.1 cm)
Overall with knobs: 79 1/2 x 23 1/8 in. (201.9 x 58.7 cm); 15th century; Asian Art; 明　周文靖　漁隱圖　軸|Rustic retreat among fishermen is a Ming dynasty (1368–1644) Hanging scroll by the China artist Zhou Wenjing. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring Image: 35 15/16 x 16 1/2 in. (91.3 x 41.9 cm)
Overall with mounting: 79 1/2 x 21 5/16 in. (201.9 x 54.1 cm)
Overall with knobs: 79 1/2 x 23 1/8 in. (201.9 x 58.7 cm), the work is classified as Paintings and was created in 15th century."
45670,"一鱖禾蟹圖|Flowers, fish, and crabs",Liu Jie,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; China; Ming dynasty (1368–1644); Hanging scroll; ink and color on silk; Image: 69 1/4 × 49 1/2 in. (175.9 × 125.7 cm)
Overall with knobs: 8 ft. 6 7/8 in. × 54 in. (261.3 × 137.2 cm); mid-16th century; Asian Art; 一鱖禾蟹圖|Flowers, fish, and crabs is a Ming dynasty (1368–1644) Hanging scroll by the China artist Liu Jie. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring Image: 69 1/4 × 49 1/2 in. (175.9 × 125.7 cm)
Overall with knobs: 8 ft. 6 7/8 in. × 54 in. (261.3 × 137.2 cm), the work is classified as Paintings and was created in mid-16th century."
45671,明   徐敬   嵗寒清白圖   軸|The Pure Whiteness of Winter,Xu Jing,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; China; Ming dynasty (1368–1644); Hanging scroll; ink on silk; Image: 58 7/8 x 30 in. (149.5 x 76.2 cm)
Overall with mounting: 107 3/4 x 37 1/4 in. (273.7 x 94.6 cm)
Overall with knobs: 107 3/4 x 41 1/4 in. (273.7 x 104.8 cm); dated 1441; Asian Art; 明   徐敬   嵗寒清白圖   軸|The Pure Whiteness of Winter is a Ming dynasty (1368–1644) Hanging scroll by the China artist Xu Jing. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on silk. Measuring Image: 58 7/8 x 30 in. (149.5 x 76.2 cm)
Overall with mounting: 107 3/4 x 37 1/4 in. (273.7 x 94.6 cm)
Overall with knobs: 107 3/4 x 41 1/4 in. (273.7 x 104.8 cm), the work is classified as Paintings and was created in dated 1441."
45672,Unknown,Ma Liang|Unidentified artist,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; China; Ming dynasty (1368–1644); Hanging scroll; ink and color on silk; 62 x 36 1/2 in. (157.5 x 92.7 cm); Unknown; Asian Art; Unknown is a Ming dynasty (1368–1644) Hanging scroll by the China artist Ma Liang|Unidentified artist. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring 62 x 36 1/2 in. (157.5 x 92.7 cm), the work is classified as Paintings ."
45673,明  佚名  舊傳李唐  四時山水圖  卷|The Four Seasons,Li Tang|Unidentified artist,CC0-1.0,Paintings,Asian Art,,"Handscroll; China; Ming dynasty (1368–1644); Handscroll; ink and color on silk; Image: 13 13/16 in. x 18 ft. 8 3/8 in. (35.1 x 569.9 cm)
Overall with mounting: 16 5/16 in. x 35 ft. 1/4 in. (41.4 x 1067.4 cm); 15th century; Asian Art; 明  佚名  舊傳李唐  四時山水圖  卷|The Four Seasons is a Ming dynasty (1368–1644) Handscroll by the China artist Li Tang|Unidentified artist. This piece, part of the Asian Art collection, is crafted using Handscroll; ink and color on silk. Measuring Image: 13 13/16 in. x 18 ft. 8 3/8 in. (35.1 x 569.9 cm)
Overall with mounting: 16 5/16 in. x 35 ft. 1/4 in. (41.4 x 1067.4 cm), the work is classified as Paintings and was created in 15th century."
45674,明　佚名　舊傳夏珪　長江萬里圖　卷 (後半)|Second half of Ten Thousand Li of the Yangzi River,Unidentified artist,CC0-1.0,Paintings,Asian Art,,"Handscroll; China; Ming dynasty (1368–1644); Handscroll; ink and color on silk; Image: 23 3/8 in. × 16 ft. (59.4 × 487.7 cm); late 15th century; Asian Art; 明　佚名　舊傳夏珪　長江萬里圖　卷 (後半)|Second half of Ten Thousand Li of the Yangzi River is a Ming dynasty (1368–1644) Handscroll by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Handscroll; ink and color on silk. Measuring Image: 23 3/8 in. × 16 ft. (59.4 × 487.7 cm), the work is classified as Paintings and was created in late 15th century."
45675,明  姚綬  文飲圖  卷|Drinking and Composing Poetry,Yao Shou,CC0-1.0,Paintings,Asian Art,,"Handscroll; China; Ming dynasty (1368–1644); Handscroll; ink on paper; Image: 9 3/16 × 30 3/8 in. (23.3 × 77.2 cm)
Other (Colophon): 9 3/16 × 30 in. (23.3 × 76.2 cm)
Overall with mounting: 9 11/16 in. × 24 ft. 11 3/16 in. (24.6 × 759.9 cm); 1485; Asian Art; 明  姚綬  文飲圖  卷|Drinking and Composing Poetry is a Ming dynasty (1368–1644) Handscroll by the China artist Yao Shou. This piece, part of the Asian Art collection, is crafted using Handscroll; ink on paper. Measuring Image: 9 3/16 × 30 3/8 in. (23.3 × 77.2 cm)
Other (Colophon): 9 3/16 × 30 in. (23.3 × 76.2 cm)
Overall with mounting: 9 11/16 in. × 24 ft. 11 3/16 in. (24.6 × 759.9 cm), the work is classified as Paintings and was created in 1485."
45676,明  林良  二鷹圖  軸|Two hawks in a thicket,Lin Liang,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; China; Ming dynasty (1368–1644); Hanging scroll; ink and color on silk; Image: 58 5/8 x 32 3/4 in. (148.9 x 83.2 cm)
Overall with mounting: 108 1/2 x 39 in. (275.6 x 99.1 cm)
Overall with knobs: 108 1/2 x 43 7/8 in. (275.6 x 111.4 cm); mid- 15th century; Asian Art; 明  林良  二鷹圖  軸|Two hawks in a thicket is a Ming dynasty (1368–1644) Hanging scroll by the China artist Lin Liang. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring Image: 58 5/8 x 32 3/4 in. (148.9 x 83.2 cm)
Overall with mounting: 108 1/2 x 39 in. (275.6 x 99.1 cm)
Overall with knobs: 108 1/2 x 43 7/8 in. (275.6 x 111.4 cm), the work is classified as Paintings and was created in mid- 15th century."
45677,元     佚名     倣夏永    呂洞賓過岳陽樓    冊頁|明   佚名   呂洞賓過岳陽樓圖   冊頁|The Immortal Lü Dongbin Appearing over the Yueyang Pavilion,Unidentified artist,CC0-1.0,Paintings,Asian Art,,"Album leaf; China; Ming dynasty (1368–1644); Album leaf; ink on silk; Image: 8 5/8 x 7 3/8 in. (21.9 x 18.7 cm); 15th–16th century; Asian Art; 元     佚名     倣夏永    呂洞賓過岳陽樓    冊頁|明   佚名   呂洞賓過岳陽樓圖   冊頁|The Immortal Lü Dongbin Appearing over the Yueyang Pavilion is a Ming dynasty (1368–1644) Album leaf by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Album leaf; ink on silk. Measuring Image: 8 5/8 x 7 3/8 in. (21.9 x 18.7 cm), the work is classified as Paintings and was created in 15th–16th century."
45680,明　傳蔣嵩　冬景山水圖　卷|Winter landscape,Jiang Song,CC0-1.0,Paintings,Asian Art,,"Handscroll; China; Ming dynasty (1368–1644); Handscroll; ink and color on paper; Image: 12 1/4 x 277 in. (31.1 x 703.6 cm); first half 16th century; Asian Art; 明　傳蔣嵩　冬景山水圖　卷|Winter landscape is a Ming dynasty (1368–1644) Handscroll by the China artist Jiang Song. This piece, part of the Asian Art collection, is crafted using Handscroll; ink and color on paper. Measuring Image: 12 1/4 x 277 in. (31.1 x 703.6 cm), the work is classified as Paintings and was created in first half 16th century."
45681,明   佚名   風雨艤舟圖   團扇|Misty Landscape,Unidentified artist,CC0-1.0,Paintings,Asian Art,,"Fan mounted as an album leaf; China; Ming dynasty (1368–1644); Fan mounted as an album leaf; ink and color on silk; Image: 8 7/8 x 8 1/16 in. (22.5 x 20.5 cm); 15th–16th century; Asian Art; 明   佚名   風雨艤舟圖   團扇|Misty Landscape is a Ming dynasty (1368–1644) Fan mounted as an album leaf by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Fan mounted as an album leaf; ink and color on silk. Measuring Image: 8 7/8 x 8 1/16 in. (22.5 x 20.5 cm), the work is classified as Paintings and was created in 15th–16th century."
45682,明  沈周  秋林閒釣圖  軸|Silent fisherman in an autumn wood,Shen Zhou,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; China; Ming dynasty (1368–1644); Hanging scroll; ink and color on paper; Image: 60 x 24 3/4 in. (152.4 x 62.9 cm)
Overall with mounting: 107 x 32 1/8 in. (271.8 x 81.6 cm)
Overall with knobs: 107 x 35 1/4 in. (271.8 x 89.5 cm); dated 1475; Asian Art; 明  沈周  秋林閒釣圖  軸|Silent fisherman in an autumn wood is a Ming dynasty (1368–1644) Hanging scroll by the China artist Shen Zhou. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on paper. Measuring Image: 60 x 24 3/4 in. (152.4 x 62.9 cm)
Overall with mounting: 107 x 32 1/8 in. (271.8 x 81.6 cm)
Overall with knobs: 107 x 35 1/4 in. (271.8 x 89.5 cm), the work is classified as Paintings and was created in dated 1475."
45683,明 沈周 溪山秋色圖 卷|明  沈周  溪山秋色圖  卷明  楷書溪山秋色圖  引首|Autumn Colors among Streams and Mountains,Shen Zhou,CC0-1.0,Paintings,Asian Art,,"Handscroll; China; Ming dynasty (1368–1644); Handscroll; ink on paper; Image: 8 1/8 in. x 21 ft. 1/4 in. (20.6 x 640.7 cm)
Overall with mounting: 10 1/4 in. x 36 ft. 4 1/4 in. (26 x 1108.1 cm); ca. 1490–1500; Asian Art; 明 沈周 溪山秋色圖 卷|明  沈周  溪山秋色圖  卷明  楷書溪山秋色圖  引首|Autumn Colors among Streams and Mountains is a Ming dynasty (1368–1644) Handscroll by the China artist Shen Zhou. This piece, part of the Asian Art collection, is crafted using Handscroll; ink on paper. Measuring Image: 8 1/8 in. x 21 ft. 1/4 in. (20.6 x 640.7 cm)
Overall with mounting: 10 1/4 in. x 36 ft. 4 1/4 in. (26 x 1108.1 cm), the work is classified as Paintings and was created in ca. 1490–1500."
45685,Unknown,Shen Zhou,CC0-1.0,Paintings,Asian Art,,"Handscroll; China; Ming dynasty (1368–1644); Handscroll; ink and color on paper; 10 13/16 x 198 3/4 in. (27.5 x 504.8 cm); Unknown; Asian Art; Unknown is a Ming dynasty (1368–1644) Handscroll by the China artist Shen Zhou. This piece, part of the Asian Art collection, is crafted using Handscroll; ink and color on paper. Measuring 10 13/16 x 198 3/4 in. (27.5 x 504.8 cm), the work is classified as Paintings ."
45686,Unknown,Soga Chokuan,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; Japan; Edo period (1615–1868); Hanging scroll; ink and color on paper; Image: 44 3/4 in. × 18 in. (113.7 × 45.7 cm)
Overall with mounting: 82 3/8 × 24 in. (209.2 × 61 cm)
Overall with knobs: 82 3/8 × 26 3/8 × 1 1/8 in. (diam. of knobs) (209.2 × 67 × 2.9 cm); late 18th–early 19th century; Asian Art; Unknown is a Edo period (1615–1868) Hanging scroll by the Japan artist Soga Chokuan. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on paper. Measuring Image: 44 3/4 in. × 18 in. (113.7 × 45.7 cm)
Overall with mounting: 82 3/8 × 24 in. (209.2 × 61 cm)
Overall with knobs: 82 3/8 × 26 3/8 × 1 1/8 in. (diam. of knobs) (209.2 × 67 × 2.9 cm), the work is classified as Paintings and was created in late 18th–early 19th century."
45687,筆者不詳　竹林七賢図|Seven Sages of the Bamboo Grove,Unknown,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; Japan; Edo period (1615–1868); Hanging scroll; ink and color on silk; Image: 24 3/8 in. × 35 in. (61.9 × 88.9 cm)
Overall with mounting: 60 × 42 in. (152.4 × 106.7 cm)
Overall with knobs: 60 × 45 in. (152.4 × 114.3 cm); Unknown; Asian Art; 筆者不詳　竹林七賢図|Seven Sages of the Bamboo Grove is a Edo period (1615–1868) Hanging scroll by the Japan artist.This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring Image: 24 3/8 in. × 35 in. (61.9 × 88.9 cm)
Overall with mounting: 60 × 42 in. (152.4 × 106.7 cm)
Overall with knobs: 60 × 45 in. (152.4 × 114.3 cm), the work is classified as Paintings ."
45689,八仙図|Eight Daoist Immortals Welcoming Jurōjin,Unknown,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; Japan; Edo period (1615–1868); Hanging scroll; ink and color on silk; Image: 55 1/4 in. × 31 in. (140.3 × 78.7 cm)
Overall with mounting: 93 1/2 × 36 1/4 in. (237.5 × 92.1 cm)
Overall with knobs: 93 1/2 × 39 1/2 in. (237.5 × 100.3 cm); 17th century; Asian Art; 八仙図|Eight Daoist Immortals Welcoming Jurōjin is a Edo period (1615–1868) Hanging scroll by the Japan artist.This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring Image: 55 1/4 in. × 31 in. (140.3 × 78.7 cm)
Overall with mounting: 93 1/2 × 36 1/4 in. (237.5 × 92.1 cm)
Overall with knobs: 93 1/2 × 39 1/2 in. (237.5 × 100.3 cm), the work is classified as Paintings and was created in 17th century."
45690,八仙図|Eight Daoist Immortals Welcoming Jurōjin,Unknown,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; Japan; Edo period (1615–1868); Hanging scroll; ink and color on silk; Image: 55 × 31 in. (139.7 × 78.7 cm)
Overall with mounting: 93 1/2 × 36 5/8 in. (237.5 × 93 cm)
Overall with knobs: 93 1/2 × 39 5/8 in. (237.5 × 100.6 cm); 17th century; Asian Art; 八仙図|Eight Daoist Immortals Welcoming Jurōjin is a Edo period (1615–1868) Hanging scroll by the Japan artist.This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring Image: 55 × 31 in. (139.7 × 78.7 cm)
Overall with mounting: 93 1/2 × 36 5/8 in. (237.5 × 93 cm)
Overall with knobs: 93 1/2 × 39 5/8 in. (237.5 × 100.6 cm), the work is classified as Paintings and was created in 17th century."
45691,Unknown,Unknown,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; Japan; Edo period (1615–1868); Hanging scroll; ink and color on paper; 54 7/8 x 30 in. (139.4 x 78.4 cm); 17th century; Asian Art; Unknown is a Edo period (1615–1868) Hanging scroll by the Japan artist.This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on paper. Measuring 54 7/8 x 30 in. (139.4 x 78.4 cm), the work is classified as Paintings and was created in 17th century."
